record_id,row_index,image_rel,raw_score_text,qwen_raw_text,ocr_text,final_score,final_source,need_review,review_reason,manual_score,review_note
file_00006,6,score_annotation_export/score_crops/file_00006_row_06.png,555333333,UNKNOWN,,,review_required,TRUE,no_valid|qwen_unknown,,
file_00006,7,score_annotation_export/score_crops/file_00006_row_07.png,6665000,3,3,3,qwen,FALSE,,,
file_00006,8,score_annotation_export/score_crops/file_00006_row_08.png,55505,37,37,37,qwen,FALSE,,,
file_00006,9,score_annotation_export/score_crops/file_00006_row_09.png,0,UNKNOWN,,,review_required,TRUE,low_box_conf|no_valid|qwen_unknown,,
file_00007,0,score_annotation_export/score_crops/file_00007_row_00.png,222,9,9,9,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00007,1,score_annotation_export/score_crops/file_00007_row_01.png,351505,5,5,5,qwen,TRUE,low_box_conf,,
file_00007,2,score_annotation_export/score_crops/file_00007_row_02.png,251424,2,2,2,qwen,TRUE,low_box_conf,,
file_00007,3,score_annotation_export/score_crops/file_00007_row_03.png,555555333,7,7,7,qwen,TRUE,low_box_conf,,
file_00007,4,score_annotation_export/score_crops/file_00007_row_04.png,555333333,9,9,9,qwen,TRUE,low_box_conf,,
file_00007,5,score_annotation_export/score_crops/file_00007_row_05.png,555555555,4,4,4,qwen,TRUE,low_box_conf,,
file_00007,6,score_annotation_export/score_crops/file_00007_row_06.png,5.55E+14,1,1,1,qwen,TRUE,low_box_conf,,
file_00007,7,score_annotation_export/score_crops/file_00007_row_07.png,5.55E+14,1,1,1,qwen,TRUE,low_box_conf,,
file_00007,8,score_annotation_export/score_crops/file_00007_row_08.png,333333,4,4,4,qwen,TRUE,low_box_conf,,
file_00007,9,score_annotation_export/score_crops/file_00007_row_09.png,1.01415E+11,7,7,7,qwen,TRUE,low_box_conf,,
file_00008,0,score_annotation_export/score_crops/file_00008_row_00.png,6.665E+12,1,1,1,qwen,FALSE,,,
file_00008,1,score_annotation_export/score_crops/file_00008_row_01.png,5.555E+12,1,1,1,qwen,FALSE,,,
file_00008,2,score_annotation_export/score_crops/file_00008_row_02.png,0,7,7,7,qwen,FALSE,,,
file_00008,3,score_annotation_export/score_crops/file_00008_row_03.png,15181,20,20,20,qwen,TRUE,qwen_raw_mismatch,,
file_00008,4,score_annotation_export/score_crops/file_00008_row_04.png,401202425,7,7,7,qwen,FALSE,,,
file_00008,5,score_annotation_export/score_crops/file_00008_row_05.png,1084957,7,7,7,qwen,FALSE,,,
file_00008,6,score_annotation_export/score_crops/file_00008_row_06.png,404122444,1,1,1,qwen,FALSE,,,
file_00008,7,score_annotation_export/score_crops/file_00008_row_07.png,4567475,4,4,4,qwen,FALSE,,,
file_00015,0,score_annotation_export/score_crops/file_00015_row_00.png,0,36,36,36,qwen,FALSE,,,
file_00015,1,score_annotation_export/score_crops/file_00015_row_01.png,56501202,257,257,257,qwen,FALSE,,,
file_00015,2,score_annotation_export/score_crops/file_00015_row_02.png,66659202,UNKNOWN,,,review_required,TRUE,no_valid|qwen_unknown,,
file_00015,3,score_annotation_export/score_crops/file_00015_row_03.png,0,6,6,6,qwen,FALSE,,,
file_00015,4,score_annotation_export/score_crops/file_00015_row_04.png,0,11,11,11,qwen,TRUE,low_box_conf,,
file_00018,0,score_annotation_export/score_crops/file_00018_row_00.png,55556202,3,3,3,qwen,FALSE,,,
file_00018,1,score_annotation_export/score_crops/file_00018_row_01.png,5555959,21,21,21,qwen,FALSE,,,
file_00018,2,score_annotation_export/score_crops/file_00018_row_02.png,5554255000,8,8,8,qwen,FALSE,,,
file_00018,3,score_annotation_export/score_crops/file_00018_row_03.png,555452,9,9,9,qwen,FALSE,,,
file_00018,4,score_annotation_export/score_crops/file_00018_row_04.png,5.55444E+11,1,1,1,qwen,FALSE,,,
file_00018,5,score_annotation_export/score_crops/file_00018_row_05.png,555333333,1,1,1,qwen,FALSE,,,
file_00018,6,score_annotation_export/score_crops/file_00018_row_06.png,555452,62,62,62,qwen,FALSE,,,
file_00018,7,score_annotation_export/score_crops/file_00018_row_07.png,2825959,2,2,2,qwen,TRUE,low_box_conf,,
file_00018,8,score_annotation_export/score_crops/file_00018_row_08.png,222000000,2,2,2,qwen,TRUE,low_box_conf,,
file_00019,0,score_annotation_export/score_crops/file_00019_row_00.png,20172021,17,17,17,qwen,FALSE,,,
file_00019,1,score_annotation_export/score_crops/file_00019_row_01.png,6665000,304,304,304,qwen,TRUE,low_box_conf,,
file_00019,2,score_annotation_export/score_crops/file_00019_row_02.png,66659202,52,52,52,qwen,TRUE,low_box_conf,,
file_00019,3,score_annotation_export/score_crops/file_00019_row_03.png,0,1,1,1,qwen,FALSE,,,
file_00019,4,score_annotation_export/score_crops/file_00019_row_04.png,365661,36,36,36,qwen,FALSE,,,
file_00019,5,score_annotation_export/score_crops/file_00019_row_05.png,565000000,1,1,1,qwen,FALSE,,,
file_00020,0,score_annotation_export/score_crops/file_00020_row_00.png,0,2,2,2,qwen,FALSE,,,
file_00020,1,score_annotation_export/score_crops/file_00020_row_01.png,0,1,1,1,qwen,FALSE,,,
file_00020,2,score_annotation_export/score_crops/file_00020_row_02.png,4.44E+14,1,1,1,qwen,FALSE,,,
file_00020,3,score_annotation_export/score_crops/file_00020_row_03.png,5.555E+12,1,1,1,qwen,FALSE,,,
file_00020,4,score_annotation_export/score_crops/file_00020_row_04.png,55559415,1,1,1,qwen,FALSE,,,
file_00020,5,score_annotation_export/score_crops/file_00020_row_05.png,1,10,10,10,qwen,TRUE,qwen_raw_mismatch,,
file_00020,6,score_annotation_export/score_crops/file_00020_row_06.png,555333425,1,1,1,qwen,FALSE,,,
file_00020,7,score_annotation_export/score_crops/file_00020_row_07.png,0,2,2,2,qwen,FALSE,,,
file_00020,8,score_annotation_export/score_crops/file_00020_row_08.png,113,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00020,9,score_annotation_export/score_crops/file_00020_row_09.png,0,1,1,1,qwen,FALSE,,,
file_00020,10,score_annotation_export/score_crops/file_00020_row_10.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00021,0,score_annotation_export/score_crops/file_00021_row_00.png,1200,186,186,186,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00021,1,score_annotation_export/score_crops/file_00021_row_01.png,5.55555E+11,2,2,2,qwen,FALSE,,,
file_00022,0,score_annotation_export/score_crops/file_00022_row_00.png,8000000,0,0,0,qwen,TRUE,low_box_conf,,
file_00022,1,score_annotation_export/score_crops/file_00022_row_01.png,5.555E+12,4,4,4,qwen,TRUE,low_box_conf,,
file_00022,2,score_annotation_export/score_crops/file_00022_row_02.png,666444,18,18,18,qwen,FALSE,,,
file_00022,3,score_annotation_export/score_crops/file_00022_row_03.png,228000000,0,0,0,qwen,FALSE,,,
file_00022,4,score_annotation_export/score_crops/file_00022_row_04.png,5554595,3,3,3,qwen,TRUE,low_box_conf,,
file_00022,5,score_annotation_export/score_crops/file_00022_row_05.png,555000000,3,3,3,qwen,TRUE,low_box_conf,,
file_00022,6,score_annotation_export/score_crops/file_00022_row_06.png,859,0,0,0,qwen,FALSE,,,
file_00022,7,score_annotation_export/score_crops/file_00022_row_07.png,810,0,0,0,qwen,TRUE,low_box_conf,,
file_00022,8,score_annotation_export/score_crops/file_00022_row_08.png,5555000,19,19,19,qwen,TRUE,low_box_conf,,
file_00022,9,score_annotation_export/score_crops/file_00022_row_09.png,0,1376,1376,1376,qwen,FALSE,,,
file_00023,0,score_annotation_export/score_crops/file_00023_row_00.png,5E+14,3,3,3,qwen,TRUE,low_box_conf,,
file_00023,1,score_annotation_export/score_crops/file_00023_row_01.png,2281845,126,126,126,qwen,TRUE,low_box_conf,,
file_00023,2,score_annotation_export/score_crops/file_00023_row_02.png,8769595,8,8,8,qwen,TRUE,low_box_conf,,
file_00023,3,score_annotation_export/score_crops/file_00023_row_03.png,555555333,6,6,6,qwen,TRUE,low_box_conf,,
file_00023,4,score_annotation_export/score_crops/file_00023_row_04.png,202202425,0,0,0,qwen,TRUE,low_box_conf,,
file_00025,0,score_annotation_export/score_crops/file_00025_row_00.png,5559595,4,4,4,qwen,TRUE,low_box_conf,,
file_00025,1,score_annotation_export/score_crops/file_00025_row_01.png,3066,3,3,3,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00025,2,score_annotation_export/score_crops/file_00025_row_02.png,4000,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00025,3,score_annotation_export/score_crops/file_00025_row_03.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00025,4,score_annotation_export/score_crops/file_00025_row_04.png,0,4,4,4,qwen,TRUE,low_box_conf,,
file_00025,5,score_annotation_export/score_crops/file_00025_row_05.png,0,3,3,3,qwen,FALSE,,,
file_00025,6,score_annotation_export/score_crops/file_00025_row_06.png,5.55333E+11,1,1,1,qwen,FALSE,,,
file_00025,7,score_annotation_export/score_crops/file_00025_row_07.png,5.55444E+11,6,6,6,qwen,TRUE,low_box_conf,,
file_00025,8,score_annotation_export/score_crops/file_00025_row_08.png,0,1,1,1,qwen,FALSE,,,
file_00025,9,score_annotation_export/score_crops/file_00025_row_09.png,0,1,1,1,qwen,FALSE,,,
file_00025,10,score_annotation_export/score_crops/file_00025_row_10.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00026,0,score_annotation_export/score_crops/file_00026_row_00.png,5.555E+12,2,2,2,qwen,TRUE,low_box_conf,,
file_00026,1,score_annotation_export/score_crops/file_00026_row_01.png,5.558E+11,UNKNOWN,,,review_required,TRUE,low_box_conf|no_valid|qwen_unknown,,
file_00026,2,score_annotation_export/score_crops/file_00026_row_02.png,8506456,2,2,2,qwen,TRUE,low_box_conf,,
file_00026,3,score_annotation_export/score_crops/file_00026_row_03.png,0,9,9,9,qwen,FALSE,,,
file_00026,4,score_annotation_export/score_crops/file_00026_row_04.png,0,9,9,9,qwen,FALSE,,,
file_00026,5,score_annotation_export/score_crops/file_00026_row_05.png,77740000,2,2,2,qwen,TRUE,low_box_conf,,
file_00026,6,score_annotation_export/score_crops/file_00026_row_06.png,0,3,3,3,qwen,TRUE,low_box_conf,,
file_00026,7,score_annotation_export/score_crops/file_00026_row_07.png,0,6,6,6,qwen,TRUE,low_box_conf,,
file_00026,8,score_annotation_export/score_crops/file_00026_row_08.png,0,2,2,2,qwen,TRUE,low_box_conf,,
file_00026,9,score_annotation_export/score_crops/file_00026_row_09.png,4E+15,2,2,2,qwen,TRUE,low_box_conf,,
file_00026,10,score_annotation_export/score_crops/file_00026_row_10.png,555333333,7,7,7,qwen,FALSE,,,
file_00027,0,score_annotation_export/score_crops/file_00027_row_00.png,5000000000,10,10,10,qwen,TRUE,low_box_conf,,
file_00027,1,score_annotation_export/score_crops/file_00027_row_01.png,1444559,144,144,144,qwen,TRUE,low_box_conf,,
file_00027,2,score_annotation_export/score_crops/file_00027_row_02.png,500150,7,7,7,qwen,TRUE,low_box_conf,,
file_00027,3,score_annotation_export/score_crops/file_00027_row_03.png,5000000000,1,1,1,qwen,TRUE,low_box_conf,,
file_00027,4,score_annotation_export/score_crops/file_00027_row_04.png,5555959,8,8,8,qwen,TRUE,low_box_conf,,
file_00027,5,score_annotation_export/score_crops/file_00027_row_05.png,333000000,1,1,1,qwen,TRUE,low_box_conf,,
file_00028,0,score_annotation_export/score_crops/file_00028_row_00.png,6665959,11,11,11,qwen,TRUE,low_box_conf,,
file_00028,1,score_annotation_export/score_crops/file_00028_row_01.png,666612,194,194,194,qwen,FALSE,,,
file_00028,2,score_annotation_export/score_crops/file_00028_row_02.png,61801,7,7,7,qwen,FALSE,,,
file_00028,3,score_annotation_export/score_crops/file_00028_row_03.png,876460,3,3,3,qwen,TRUE,low_box_conf,,
file_00028,4,score_annotation_export/score_crops/file_00028_row_04.png,6665161,18,18,18,qwen,TRUE,low_box_conf,,
file_00028,5,score_annotation_export/score_crops/file_00028_row_05.png,555000000,2,2,2,qwen,FALSE,,,
file_00029,0,score_annotation_export/score_crops/file_00029_row_00.png,2.02E+15,1974,1974,1974,qwen,TRUE,low_box_conf,,
file_00029,1,score_annotation_export/score_crops/file_00029_row_01.png,6665000,2,2,2,qwen,TRUE,low_box_conf,,
file_00029,2,score_annotation_export/score_crops/file_00029_row_02.png,555444444,2,2,2,qwen,FALSE,,,
file_00029,3,score_annotation_export/score_crops/file_00029_row_03.png,0,0,0,0,qwen,TRUE,low_box_conf,,
file_00029,4,score_annotation_export/score_crops/file_00029_row_04.png,2500,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00029,5,score_annotation_export/score_crops/file_00029_row_05.png,255052,4,4,4,qwen,FALSE,,,
file_00029,6,score_annotation_export/score_crops/file_00029_row_06.png,0,0,0,0,qwen,FALSE,,,
file_00029,7,score_annotation_export/score_crops/file_00029_row_07.png,0,0,0,0,qwen,FALSE,,,
file_00029,8,score_annotation_export/score_crops/file_00029_row_08.png,555555,19,19,19,qwen,FALSE,,,
file_00029,9,score_annotation_export/score_crops/file_00029_row_09.png,555000000,1,1,1,qwen,FALSE,,,
file_00029,10,score_annotation_export/score_crops/file_00029_row_10.png,,2,2,2,qwen,TRUE,low_box_conf,,
file_00030,0,score_annotation_export/score_crops/file_00030_row_00.png,4.44E+14,4,4,4,qwen,FALSE,,,
file_00030,1,score_annotation_export/score_crops/file_00030_row_01.png,666000000,11,11,11,qwen,FALSE,,,
file_00030,2,score_annotation_export/score_crops/file_00030_row_02.png,66656202,12,12,12,qwen,FALSE,,,
file_00030,3,score_annotation_export/score_crops/file_00030_row_03.png,0,1,1,1,qwen,FALSE,,,
file_00030,4,score_annotation_export/score_crops/file_00030_row_04.png,555202333,4,4,4,qwen,FALSE,,,
file_00030,5,score_annotation_export/score_crops/file_00030_row_05.png,0,1,1,1,qwen,FALSE,,,
file_00030,6,score_annotation_export/score_crops/file_00030_row_06.png,77725000,78,78,78,qwen,FALSE,,,
file_00030,7,score_annotation_export/score_crops/file_00030_row_07.png,0,21,21,21,qwen,TRUE,low_box_conf,,
file_00030,8,score_annotation_export/score_crops/file_00030_row_08.png,555542,1,1,1,qwen,FALSE,,,
file_00030,9,score_annotation_export/score_crops/file_00030_row_09.png,0,1,1,1,qwen,FALSE,,,
file_00030,10,score_annotation_export/score_crops/file_00030_row_10.png,8882,1,1,1,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00031,0,score_annotation_export/score_crops/file_00031_row_00.png,5555000,5,5,5,qwen,TRUE,low_box_conf,,
file_00031,1,score_annotation_export/score_crops/file_00031_row_01.png,555555,199,199,199,qwen,TRUE,low_box_conf,,
file_00031,2,score_annotation_export/score_crops/file_00031_row_02.png,922777,12,12,12,qwen,TRUE,low_box_conf,,
file_00031,3,score_annotation_export/score_crops/file_00031_row_03.png,0,13,13,13,qwen,TRUE,low_box_conf,,
file_00031,4,score_annotation_export/score_crops/file_00031_row_04.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00032,0,score_annotation_export/score_crops/file_00032_row_00.png,5E+14,1,1,1,qwen,FALSE,,,
file_00032,1,score_annotation_export/score_crops/file_00032_row_01.png,0,25,25,25,qwen,FALSE,,,
file_00032,2,score_annotation_export/score_crops/file_00032_row_02.png,555000000,2,2,2,qwen,TRUE,low_box_conf,,
file_00032,3,score_annotation_export/score_crops/file_00032_row_03.png,4.44444E+11,1,1,1,qwen,FALSE,,,
file_00032,4,score_annotation_export/score_crops/file_00032_row_04.png,5.555E+12,1,1,1,qwen,FALSE,,,
file_00032,5,score_annotation_export/score_crops/file_00032_row_05.png,5.55444E+11,0,0,0,qwen,FALSE,,,
file_00032,6,score_annotation_export/score_crops/file_00032_row_06.png,1,1,1,1,qwen,FALSE,,,
file_00032,7,score_annotation_export/score_crops/file_00032_row_07.png,5.555E+12,0,0,0,qwen,FALSE,,,
file_00032,8,score_annotation_export/score_crops/file_00032_row_08.png,5550545,26,26,26,qwen,FALSE,,,
file_00032,9,score_annotation_export/score_crops/file_00032_row_09.png,55545000000,0,0,0,qwen,FALSE,,,
file_00033,0,score_annotation_export/score_crops/file_00033_row_00.png,16,16,16,16,qwen,TRUE,low_box_conf,,
file_00033,1,score_annotation_export/score_crops/file_00033_row_01.png,21,21,21,21,qwen,TRUE,low_box_conf,,
file_00033,2,score_annotation_export/score_crops/file_00033_row_02.png,5555000,2,2,2,qwen,FALSE,,,
file_00033,3,score_annotation_export/score_crops/file_00033_row_03.png,0,0,0,0,qwen,TRUE,low_box_conf,,
file_00034,0,score_annotation_export/score_crops/file_00034_row_00.png,312,1,1,1,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00034,1,score_annotation_export/score_crops/file_00034_row_01.png,5550505,3,3,3,qwen,FALSE,,,
file_00034,2,score_annotation_export/score_crops/file_00034_row_02.png,555444444,1,1,1,qwen,FALSE,,,
file_00034,3,score_annotation_export/score_crops/file_00034_row_03.png,522,2,2,2,qwen,TRUE,qwen_raw_mismatch,,
file_00034,4,score_annotation_export/score_crops/file_00034_row_04.png,5.55444E+11,2,2,2,qwen,FALSE,,,
file_00034,5,score_annotation_export/score_crops/file_00034_row_05.png,5.55444E+11,60,60,60,qwen,TRUE,low_box_conf,,
file_00034,6,score_annotation_export/score_crops/file_00034_row_06.png,0,5,5,5,qwen,TRUE,low_box_conf,,
file_00034,7,score_annotation_export/score_crops/file_00034_row_07.png,555222,7,7,7,qwen,TRUE,low_box_conf,,
file_00035,0,score_annotation_export/score_crops/file_00035_row_00.png,22225000,9,9,9,qwen,TRUE,low_box_conf,,
file_00035,1,score_annotation_export/score_crops/file_00035_row_01.png,880,242,242,242,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00035,2,score_annotation_export/score_crops/file_00035_row_02.png,667450,25,25,25,qwen,FALSE,,,
file_00035,3,score_annotation_export/score_crops/file_00035_row_03.png,40489,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00035,4,score_annotation_export/score_crops/file_00035_row_04.png,666666,23,23,23,qwen,TRUE,low_box_conf,,
file_00035,5,score_annotation_export/score_crops/file_00035_row_05.png,555612,2,2,2,qwen,TRUE,low_box_conf,,
file_00036,0,score_annotation_export/score_crops/file_00036_row_00.png,6665000,247,247,247,qwen,TRUE,low_box_conf,,
file_00036,1,score_annotation_export/score_crops/file_00036_row_01.png,0,16,16,16,qwen,TRUE,low_box_conf,,
file_00036,2,score_annotation_export/score_crops/file_00036_row_02.png,401101425,6,6,6,qwen,TRUE,low_box_conf,,
file_00036,3,score_annotation_export/score_crops/file_00036_row_03.png,4045959,11,11,11,qwen,TRUE,low_box_conf,,
file_00036,4,score_annotation_export/score_crops/file_00036_row_04.png,855000000,99,99,99,qwen,TRUE,low_box_conf,,
file_00037,0,score_annotation_export/score_crops/file_00037_row_00.png,88189,2,2,2,qwen,TRUE,low_box_conf,,
file_00037,1,score_annotation_export/score_crops/file_00037_row_01.png,55559555,21,21,21,qwen,FALSE,,,
file_00037,2,score_annotation_export/score_crops/file_00037_row_02.png,6.66506E+11,5,5,5,qwen,FALSE,,,
file_00037,3,score_annotation_export/score_crops/file_00037_row_03.png,0,1,1,1,qwen,FALSE,,,
file_00037,4,score_annotation_export/score_crops/file_00037_row_04.png,0,10,10,10,qwen,TRUE,low_box_conf,,
file_00038,0,score_annotation_export/score_crops/file_00038_row_00.png,20172021,4,4,4,qwen,TRUE,low_box_conf,,
file_00038,1,score_annotation_export/score_crops/file_00038_row_01.png,6665954,1901,1901,1901,qwen,FALSE,,,
file_00038,2,score_annotation_export/score_crops/file_00038_row_02.png,666565000,0,0,0,qwen,FALSE,,,
file_00038,3,score_annotation_export/score_crops/file_00038_row_03.png,84945,1,1,1,qwen,FALSE,,,
file_00039,0,score_annotation_export/score_crops/file_00039_row_00.png,20172010,1,1,1,qwen,FALSE,,,
file_00039,1,score_annotation_export/score_crops/file_00039_row_01.png,666344425,14,14,14,qwen,FALSE,,,
file_00039,2,score_annotation_export/score_crops/file_00039_row_02.png,555333333,1,1,1,qwen,FALSE,,,
file_00039,3,score_annotation_export/score_crops/file_00039_row_03.png,0,7,7,7,qwen,FALSE,,,
file_00039,4,score_annotation_export/score_crops/file_00039_row_04.png,1,1,1,1,qwen,TRUE,low_box_conf,,
