id,record_id,batch_index,row_index,form_type,source_parent,source_basename,image_rel,raw_score_text,qwen_raw_text,ocr_text,ocr_mode,final_score,final_source,need_review,review_reason,manual_score,review_note
file_00002_row_03,file_00002,2,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00002_row_03_ส_ส_5_18_บช__pdf.png,455333333,digit=1 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00002_row_04,file_00002,2,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00002_row_04_ส_ส_5_18_บช__pdf.png,000000000000,digit=1 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00002_row_05,file_00002,2,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00002_row_05_ส_ส_5_18_บช__pdf.png,,digit=BLANK | word=BLANK,,blank_cell,,blank,False,blank_cell,,
file_00002_row_06,file_00002,2,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00002_row_06_ส_ส_5_18_บช__pdf.png,000000000000,digit=BLANK | word=BLANK,,blank_cell,,blank,False,blank_cell,,
file_00002_row_07,file_00002,2,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00002_row_07_ส_ส_5_18_บช__pdf.png,456222,digit=8,8,digit_primary_fast,8.0,qwen,False,digit_primary_fast,,
file_00002_row_08,file_00002,2,8,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00002_row_08_ส_ส_5_18_บช__pdf.png,000000000000000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00003_row_00,file_00003,3,0,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00003_row_00_ส_ส_5_18_pdf.png,666000000000000,digit=6,6,digit_primary_fast,6.0,qwen,False,digit_primary_fast,,
file_00003_row_01,file_00003,3,1,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00003_row_01_ส_ส_5_18_pdf.png,52589000000,digit=271 | word=1,271,digit_word_mismatch,271.0,qwen_unverified,True,mismatch_long_number,,
file_00003_row_02,file_00003,3,2,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00003_row_02_ส_ส_5_18_pdf.png,555555,digit=25,25,digit_primary_fast,25.0,qwen,False,digit_primary_fast,,
file_00003_row_03,file_00003,3,3,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00003_row_03_ส_ส_5_18_pdf.png,000000000000,digit=1 | word=11,1,digit_word_mismatch,1.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00003_row_04,file_00003,3,4,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00003_row_04_ส_ส_5_18_pdf.png,000000000000,digit=20 | word=4,20,digit_word_mismatch,20.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00004_row_00,file_00004,4,0,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_00_ส_ส_5_18_บช__pdf.png,6665959,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00004_row_01,file_00004,4,1,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_01_ส_ส_5_18_บช__pdf.png,666666,digit=10 | word=7,10,digit_word_mismatch,10.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00004_row_02,file_00004,4,2,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_02_ส_ส_5_18_บช__pdf.png,66659425,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00004_row_03,file_00004,4,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_03_ส_ส_5_18_บช__pdf.png,401101112,digit=8,8,digit_primary_fast,8.0,qwen,False,digit_primary_fast,,
file_00004_row_04,file_00004,4,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_04_ส_ส_5_18_บช__pdf.png,555000000,digit=1 | word=1,1,digit_word_agree,1.0,qwen,False,digit_word_agree,,
file_00004_row_05,file_00004,4,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_05_ส_ส_5_18_บช__pdf.png,555,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00004_row_06,file_00004,4,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_06_ส_ส_5_18_บช__pdf.png,44559425,digit=0 | word=10,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00004_row_07,file_00004,4,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_07_ส_ส_5_18_บช__pdf.png,1200,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00004_row_08,file_00004,4,8,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_08_ส_ส_5_18_บช__pdf.png,1000,digit=15 | word=10,15,digit_word_mismatch,15.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00004_row_09,file_00004,4,9,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00004_row_09_ส_ส_5_18_บช__pdf.png,3000,digit=0 | word=3,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00005_row_00,file_00005,5,0,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00005_row_00_ส_ส_5_18_pdf.png,55559,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00005_row_01,file_00005,5,1,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00005_row_01_ส_ส_5_18_pdf.png,6665945,digit=217 | word=7,217,digit_word_mismatch,217.0,qwen_unverified,True,mismatch_long_number,,
file_00005_row_02,file_00005,5,2,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00005_row_02_ส_ส_5_18_pdf.png,4018945,digit=7 | word=1,7,digit_word_mismatch,7.0,qwen_unverified,True,mismatch_7_risky,,
file_00005_row_03,file_00005,5,3,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00005_row_03_ส_ส_5_18_pdf.png,000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00005_row_04,file_00005,5,4,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00005_row_04_ส_ส_5_18_pdf.png,202202202,digit=10 | word=1,10,digit_word_mismatch,10.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00005_row_05,file_00005,5,5,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00005_row_05_ส_ส_5_18_pdf.png,325555,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00006_row_00,file_00006,6,0,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_00_ส_ส_5_18_บช__pdf.png,456452,digit=0 | word=0,0,digit_word_agree,0.0,qwen,False,digit_word_agree,,
file_00006_row_01,file_00006,6,1,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_01_ส_ส_5_18_บช__pdf.png,656506425,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00006_row_02,file_00006,6,2,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_02_ส_ส_5_18_บช__pdf.png,2284545,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00006_row_03,file_00006,6,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_03_ส_ส_5_18_บช__pdf.png,555052,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00006_row_04,file_00006,6,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_04_ส_ส_5_18_บช__pdf.png,55551417,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00006_row_05,file_00006,6,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_05_ส_ส_5_18_บช__pdf.png,801211425,digit=1 | word=7,1,digit_word_mismatch,1.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00006_row_06,file_00006,6,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_06_ส_ส_5_18_บช__pdf.png,55559425,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00006_row_07,file_00006,6,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_07_ส_ส_5_18_บช__pdf.png,000000000000,digit=0 | word=สาม | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00006_row_08,file_00006,6,8,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_08_ส_ส_5_18_บช__pdf.png,000000000000,digit=7 -> local_zero_fix | word=6,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00006_row_09,file_00006,6,9,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_09_ส_ส_5_18_บช__pdf.png,73751211,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00008_row_00,file_00008,8,0,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_00_ส_ส_5_18_บช__pdf.png,4494545,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00008_row_01,file_00008,8,1,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_01_ส_ส_5_18_บช__pdf.png,000000000000,digit=31 | word=10,31,digit_word_mismatch,31.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_02,file_00008,8,2,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_02_ส_ส_5_18_บช__pdf.png,000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00008_row_03,file_00008,8,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_03_ส_ส_5_18_บช__pdf.png,0000000000000,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00008_row_04,file_00008,8,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_04_ส_ส_5_18_บช__pdf.png,000000000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00008_row_05,file_00008,8,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_05_ส_ส_5_18_บช__pdf.png,000000000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00008_row_06,file_00008,8,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_06_ส_ส_5_18_บช__pdf.png,000000000000,digit=1 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_07,file_00008,8,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_07_ส_ส_5_18_บช__pdf.png,000000000000,digit=1 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_08,file_00008,8,8,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_08_ส_ส_5_18_บช__pdf.png,000000000000000000,digit=13 | word=7,13,digit_word_mismatch,13.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_09,file_00008,8,9,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_09_ส_ส_5_18_บช__pdf.png,40101415,digit=1 | word=9,1,digit_word_mismatch,1.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00009_row_00,file_00009,9,0,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_00_ส_ส_5_18_pdf.png,7762329,digit=7 | word=5,7,digit_word_mismatch,7.0,qwen_unverified,True,mismatch_7_risky,,
file_00009_row_01,file_00009,9,1,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_01_ส_ส_5_18_pdf.png,88059,digit=454 | word=1,454,digit_word_mismatch,454.0,qwen_unverified,True,mismatch_long_number,,
file_00009_row_02,file_00009,9,2,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_02_ส_ส_5_18_pdf.png,000000000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00009_row_03,file_00009,9,3,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_03_ส_ส_5_18_pdf.png,4000000000000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00009_row_04,file_00009,9,4,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_04_ส_ส_5_18_pdf.png,000000000000,digit=21 | word=10,21,digit_word_mismatch,21.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00009_row_05,file_00009,9,5,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_05_ส_ส_5_18_pdf.png,000000000000000000,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00011_row_00,file_00011,11,0,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_00_merged_pdf.png,5550545,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00011_row_01,file_00011,11,1,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_01_merged_pdf.png,000000000000,digit=5,5,digit_primary_fast,5.0,qwen,False,digit_primary_fast,,
file_00011_row_02,file_00011,11,2,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_02_merged_pdf.png,000000000000,digit=4 | word=1,4,digit_word_mismatch,4.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_03,file_00011,11,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_03_merged_pdf.png,282800,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00011_row_04,file_00011,11,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_04_merged_pdf.png,55559425,digit=7 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_05,file_00011,11,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_05_merged_pdf.png,008925,digit=5,5,digit_primary_fast,5.0,qwen,False,digit_primary_fast,,
file_00011_row_06,file_00011,11,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_06_merged_pdf.png,00859,digit=7 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_07,file_00011,11,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_07_merged_pdf.png,000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00011_row_09,file_00011,11,9,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_09_merged_pdf.png,555,digit=4 | word=9,4,digit_word_mismatch,4.0,qwen_soft_accept,False,mismatch_soft_accept,,
